crossed_market_rows,expire_date,maximum_vendor_dte,minimum_vendor_dte,quote_date,raw_rows,strikes
0.0,2022-06-24T00:00:00,31.0,31.0,2022-05-24T00:00:00,175,175
0.0,2022-06-27T00:00:00,34.0,34.0,2022-05-24T00:00:00,85,85
0.0,2022-06-29T00:00:00,36.0,36.0,2022-05-24T00:00:00,41,41
0.0,2022-06-30T00:00:00,37.0,37.0,2022-05-24T00:00:00,192,192
0.0,2022-07-01T00:00:00,38.0,38.0,2022-05-24T00:00:00,146,146
0.0,2022-07-15T00:00:00,52.0,52.0,2022-05-24T00:00:00,207,207
0.0,2022-08-19T00:00:00,87.0,87.0,2022-05-24T00:00:00,115,115
0.0,2022-09-16T00:00:00,115.0,115.0,2022-05-24T00:00:00,237,237
0.0,2022-09-30T00:00:00,129.0,129.0,2022-05-24T00:00:00,169,169
0.0,2022-11-18T00:00:00,178.04,178.04,2022-05-24T00:00:00,83,83
0.0,2022-12-16T00:00:00,206.04,206.04,2022-05-24T00:00:00,212,212
0.0,2022-12-30T00:00:00,220.04,220.04,2022-05-24T00:00:00,155,155
0.0,2023-01-20T00:00:00,241.04,241.04,2022-05-24T00:00:00,135,135
0.0,2023-03-17T00:00:00,297.0,297.0,2022-05-24T00:00:00,110,110
0.0,2023-03-31T00:00:00,311.0,311.0,2022-05-24T00:00:00,136,136
0.0,2023-06-16T00:00:00,388.0,388.0,2022-05-24T00:00:00,109,109
0.0,2023-12-15T00:00:00,570.04,570.04,2022-05-24T00:00:00,115,115
0.0,2024-01-19T00:00:00,605.04,605.04,2022-05-24T00:00:00,106,106
0.0,2024-12-20T00:00:00,941.04,941.04,2022-05-24T00:00:00,107,107
0.0,2022-05-25T00:00:00,0.0,0.0,2022-05-25T00:00:00,161,161
0.0,2022-05-27T00:00:00,2.0,2.0,2022-05-25T00:00:00,185,185
0.0,2022-05-31T00:00:00,6.0,6.0,2022-05-25T00:00:00,150,150
0.0,2022-06-01T00:00:00,7.0,7.0,2022-05-25T00:00:00,149,149
0.0,2022-06-03T00:00:00,9.0,9.0,2022-05-25T00:00:00,204,204
0.0,2022-06-06T00:00:00,12.0,12.0,2022-05-25T00:00:00,144,144
0.0,2022-06-08T00:00:00,14.0,14.0,2022-05-25T00:00:00,107,107
0.0,2022-06-10T00:00:00,16.0,16.0,2022-05-25T00:00:00,157,157
0.0,2022-06-13T00:00:00,19.0,19.0,2022-05-25T00:00:00,139,139
0.0,2022-06-15T00:00:00,21.0,21.0,2022-05-25T00:00:00,129,129
0.0,2022-06-17T00:00:00,23.0,23.0,2022-05-25T00:00:00,252,252
0.0,2022-06-21T00:00:00,27.0,27.0,2022-05-25T00:00:00,111,111
0.0,2022-06-22T00:00:00,28.0,28.0,2022-05-25T00:00:00,89,89
0.0,2022-06-24T00:00:00,30.0,30.0,2022-05-25T00:00:00,175,175
0.0,2022-06-27T00:00:00,33.0,33.0,2022-05-25T00:00:00,97,97
0.0,2022-06-29T00:00:00,35.0,35.0,2022-05-25T00:00:00,44,44
0.0,2022-06-30T00:00:00,36.0,36.0,2022-05-25T00:00:00,192,192
0.0,2022-07-01T00:00:00,37.0,37.0,2022-05-25T00:00:00,146,146
0.0,2022-07-15T00:00:00,51.0,51.0,2022-05-25T00:00:00,207,207
0.0,2022-08-19T00:00:00,86.0,86.0,2022-05-25T00:00:00,126,126
0.0,2022-09-16T00:00:00,114.0,114.0,2022-05-25T00:00:00,237,237
0.0,2022-09-30T00:00:00,128.0,128.0,2022-05-25T00:00:00,169,169
0.0,2022-11-18T00:00:00,177.04,177.04,2022-05-25T00:00:00,83,83
0.0,2022-12-16T00:00:00,205.04,205.04,2022-05-25T00:00:00,212,212
0.0,2022-12-30T00:00:00,219.04,219.04,2022-05-25T00:00:00,155,155
0.0,2023-01-20T00:00:00,240.04,240.04,2022-05-25T00:00:00,135,135
0.0,2023-03-17T00:00:00,296.0,296.0,2022-05-25T00:00:00,110,110
0.0,2023-03-31T00:00:00,310.0,310.0,2022-05-25T00:00:00,136,136
0.0,2023-06-16T00:00:00,387.0,387.0,2022-05-25T00:00:00,110,110
0.0,2023-12-15T00:00:00,569.04,569.04,2022-05-25T00:00:00,115,115
0.0,2024-01-19T00:00:00,604.04,604.04,2022-05-25T00:00:00,106,106
0.0,2024-12-20T00:00:00,940.04,940.04,2022-05-25T00:00:00,107,107
0.0,2022-05-27T00:00:00,1.0,1.0,2022-05-26T00:00:00,185,185
0.0,2022-05-31T00:00:00,5.0,5.0,2022-05-26T00:00:00,150,150
0.0,2022-06-01T00:00:00,6.0,6.0,2022-05-26T00:00:00,149,149
0.0,2022-06-03T00:00:00,8.0,8.0,2022-05-26T00:00:00,204,204
0.0,2022-06-06T00:00:00,11.0,11.0,2022-05-26T00:00:00,144,144
0.0,2022-06-08T00:00:00,13.0,13.0,2022-05-26T00:00:00,107,107
0.0,2022-06-10T00:00:00,15.0,15.0,2022-05-26T00:00:00,157,157
0.0,2022-06-13T00:00:00,18.0,18.0,2022-05-26T00:00:00,139,139
0.0,2022-06-15T00:00:00,20.0,20.0,2022-05-26T00:00:00,129,129
0.0,2022-06-17T00:00:00,22.0,22.0,2022-05-26T00:00:00,252,252
0.0,2022-06-21T00:00:00,26.0,26.0,2022-05-26T00:00:00,111,111
0.0,2022-06-22T00:00:00,27.0,27.0,2022-05-26T00:00:00,89,89
0.0,2022-06-24T00:00:00,29.0,29.0,2022-05-26T00:00:00,175,175
0.0,2022-06-27T00:00:00,32.0,32.0,2022-05-26T00:00:00,100,100
0.0,2022-06-29T00:00:00,34.0,34.0,2022-05-26T00:00:00,54,54
0.0,2022-06-30T00:00:00,35.0,35.0,2022-05-26T00:00:00,192,192
0.0,2022-07-01T00:00:00,36.0,36.0,2022-05-26T00:00:00,146,146
0.0,2022-07-08T00:00:00,43.0,43.0,2022-05-26T00:00:00,48,48
0.0,2022-07-15T00:00:00,50.0,50.0,2022-05-26T00:00:00,207,207
0.0,2022-08-19T00:00:00,85.0,85.0,2022-05-26T00:00:00,136,136
0.0,2022-09-16T00:00:00,113.0,113.0,2022-05-26T00:00:00,237,237
0.0,2022-09-30T00:00:00,127.0,127.0,2022-05-26T00:00:00,169,169
0.0,2022-11-18T00:00:00,176.04,176.04,2022-05-26T00:00:00,83,83
0.0,2022-12-16T00:00:00,204.04,204.04,2022-05-26T00:00:00,212,212
0.0,2022-12-30T00:00:00,218.04,218.04,2022-05-26T00:00:00,155,155
0.0,2023-01-20T00:00:00,239.04,239.04,2022-05-26T00:00:00,135,135
0.0,2023-03-17T00:00:00,295.0,295.0,2022-05-26T00:00:00,110,110
0.0,2023-03-31T00:00:00,309.0,309.0,2022-05-26T00:00:00,136,136
0.0,2023-06-16T00:00:00,386.0,386.0,2022-05-26T00:00:00,110,110
0.0,2023-12-15T00:00:00,568.04,568.04,2022-05-26T00:00:00,115,115
0.0,2024-01-19T00:00:00,603.04,603.04,2022-05-26T00:00:00,106,106
0.0,2024-12-20T00:00:00,939.04,939.04,2022-05-26T00:00:00,107,107
0.0,2022-05-27T00:00:00,0.0,0.0,2022-05-27T00:00:00,185,185
0.0,2022-05-31T00:00:00,4.0,4.0,2022-05-27T00:00:00,158,158
0.0,2022-06-01T00:00:00,5.0,5.0,2022-05-27T00:00:00,156,156
0.0,2022-06-03T00:00:00,7.0,7.0,2022-05-27T00:00:00,204,204
0.0,2022-06-06T00:00:00,10.0,10.0,2022-05-27T00:00:00,155,155
0.0,2022-06-08T00:00:00,12.0,12.0,2022-05-27T00:00:00,155,155
0.0,2022-06-10T00:00:00,14.0,14.0,2022-05-27T00:00:00,157,157
0.0,2022-06-13T00:00:00,17.0,17.0,2022-05-27T00:00:00,139,139
0.0,2022-06-15T00:00:00,19.0,19.0,2022-05-27T00:00:00,129,129
0.0,2022-06-17T00:00:00,21.0,21.0,2022-05-27T00:00:00,252,252
0.0,2022-06-21T00:00:00,25.0,25.0,2022-05-27T00:00:00,111,111
0.0,2022-06-22T00:00:00,26.0,26.0,2022-05-27T00:00:00,91,91
0.0,2022-06-24T00:00:00,28.0,28.0,2022-05-27T00:00:00,175,175
0.0,2022-06-27T00:00:00,31.0,31.0,2022-05-27T00:00:00,103,103
0.0,2022-06-29T00:00:00,33.0,33.0,2022-05-27T00:00:00,64,64
0.0,2022-06-30T00:00:00,34.0,34.0,2022-05-27T00:00:00,192,192
0.0,2022-07-01T00:00:00,35.0,35.0,2022-05-27T00:00:00,146,146
0.0,2022-07-05T00:00:00,39.0,39.0,2022-05-27T00:00:00,45,45
0.0,2022-07-08T00:00:00,42.0,42.0,2022-05-27T00:00:00,145,145
0.0,2022-07-15T00:00:00,49.0,49.0,2022-05-27T00:00:00,207,207
0.0,2022-08-19T00:00:00,84.0,84.0,2022-05-27T00:00:00,140,140
0.0,2022-09-16T00:00:00,112.0,112.0,2022-05-27T00:00:00,237,237
0.0,2022-09-30T00:00:00,126.0,126.0,2022-05-27T00:00:00,169,169
0.0,2022-11-18T00:00:00,175.04,175.04,2022-05-27T00:00:00,83,83
0.0,2022-12-16T00:00:00,203.04,203.04,2022-05-27T00:00:00,212,212
0.0,2022-12-30T00:00:00,217.04,217.04,2022-05-27T00:00:00,155,155
0.0,2023-01-20T00:00:00,238.04,238.04,2022-05-27T00:00:00,135,135
0.0,2023-03-17T00:00:00,294.0,294.0,2022-05-27T00:00:00,110,110
0.0,2023-03-31T00:00:00,308.0,308.0,2022-05-27T00:00:00,136,136
0.0,2023-06-16T00:00:00,385.0,385.0,2022-05-27T00:00:00,110,110
0.0,2023-12-15T00:00:00,567.04,567.04,2022-05-27T00:00:00,115,115
0.0,2024-01-19T00:00:00,602.04,602.04,2022-05-27T00:00:00,106,106
0.0,2024-12-20T00:00:00,938.04,938.04,2022-05-27T00:00:00,107,107
0.0,2022-05-31T00:00:00,1.0,1.0,2022-05-30T00:00:00,158,158
0.0,2022-06-01T00:00:00,2.0,2.0,2022-05-30T00:00:00,156,156
0.0,2022-06-03T00:00:00,4.0,4.0,2022-05-30T00:00:00,204,204
0.0,2022-06-06T00:00:00,7.0,7.0,2022-05-30T00:00:00,155,155
0.0,2022-06-08T00:00:00,9.0,9.0,2022-05-30T00:00:00,155,155
0.0,2022-06-10T00:00:00,11.0,11.0,2022-05-30T00:00:00,157,157
0.0,2022-06-13T00:00:00,14.0,14.0,2022-05-30T00:00:00,139,139
0.0,2022-06-15T00:00:00,16.0,16.0,2022-05-30T00:00:00,129,129
0.0,2022-06-17T00:00:00,18.0,18.0,2022-05-30T00:00:00,252,252
0.0,2022-06-21T00:00:00,22.0,22.0,2022-05-30T00:00:00,111,111
0.0,2022-06-22T00:00:00,23.0,23.0,2022-05-30T00:00:00,91,91
0.0,2022-06-24T00:00:00,25.0,25.0,2022-05-30T00:00:00,175,175
0.0,2022-06-27T00:00:00,28.0,28.0,2022-05-30T00:00:00,103,103
0.0,2022-06-29T00:00:00,30.0,30.0,2022-05-30T00:00:00,64,64
0.0,2022-06-30T00:00:00,31.0,31.0,2022-05-30T00:00:00,192,192
0.0,2022-07-01T00:00:00,32.0,32.0,2022-05-30T00:00:00,146,146
0.0,2022-07-05T00:00:00,36.0,36.0,2022-05-30T00:00:00,45,45
0.0,2022-07-08T00:00:00,39.0,39.0,2022-05-30T00:00:00,145,145
0.0,2022-07-15T00:00:00,46.0,46.0,2022-05-30T00:00:00,207,207
0.0,2022-08-19T00:00:00,81.0,81.0,2022-05-30T00:00:00,140,140
0.0,2022-09-16T00:00:00,109.0,109.0,2022-05-30T00:00:00,237,237
0.0,2022-09-30T00:00:00,123.0,123.0,2022-05-30T00:00:00,169,169
0.0,2022-11-18T00:00:00,172.04,172.04,2022-05-30T00:00:00,83,83
0.0,2022-12-16T00:00:00,200.04,200.04,2022-05-30T00:00:00,212,212
0.0,2022-12-30T00:00:00,214.04,214.04,2022-05-30T00:00:00,155,155
0.0,2023-01-20T00:00:00,235.04,235.04,2022-05-30T00:00:00,135,135
0.0,2023-03-17T00:00:00,291.0,291.0,2022-05-30T00:00:00,110,110
0.0,2023-03-31T00:00:00,305.0,305.0,2022-05-30T00:00:00,136,136
0.0,2023-06-16T00:00:00,382.0,382.0,2022-05-30T00:00:00,110,110
0.0,2023-12-15T00:00:00,564.04,564.04,2022-05-30T00:00:00,115,115
0.0,2024-01-19T00:00:00,599.04,599.04,2022-05-30T00:00:00,106,106
0.0,2024-12-20T00:00:00,935.04,935.04,2022-05-30T00:00:00,107,107
0.0,2022-05-31T00:00:00,0.0,0.0,2022-05-31T00:00:00,166,166
2.0,2022-06-01T00:00:00,1.0,1.0,2022-05-31T00:00:00,165,165
1.0,2022-06-03T00:00:00,3.0,3.0,2022-05-31T00:00:00,204,204
1.0,2022-06-06T00:00:00,6.0,6.0,2022-05-31T00:00:00,165,165
4.0,2022-06-08T00:00:00,8.0,8.0,2022-05-31T00:00:00,166,166
0.0,2022-06-10T00:00:00,10.0,10.0,2022-05-31T00:00:00,173,173
2.0,2022-06-13T00:00:00,13.0,13.0,2022-05-31T00:00:00,141,141
0.0,2022-06-15T00:00:00,15.0,15.0,2022-05-31T00:00:00,131,131
1.0,2022-06-17T00:00:00,17.0,17.0,2022-05-31T00:00:00,252,252
0.0,2022-06-21T00:00:00,21.0,21.0,2022-05-31T00:00:00,113,113
1.0,2022-06-22T00:00:00,22.0,22.0,2022-05-31T00:00:00,96,96
2.0,2022-06-24T00:00:00,24.0,24.0,2022-05-31T00:00:00,175,175
0.0,2022-06-27T00:00:00,27.0,27.0,2022-05-31T00:00:00,106,106
0.0,2022-06-29T00:00:00,29.0,29.0,2022-05-31T00:00:00,74,74
0.0,2022-06-30T00:00:00,30.0,30.0,2022-05-31T00:00:00,192,192
1.0,2022-07-01T00:00:00,31.0,31.0,2022-05-31T00:00:00,147,147
0.0,2022-07-05T00:00:00,35.0,35.0,2022-05-31T00:00:00,79,79
0.0,2022-07-06T00:00:00,36.0,36.0,2022-05-31T00:00:00,21,21
0.0,2022-07-08T00:00:00,38.0,38.0,2022-05-31T00:00:00,146,146
0.0,2022-07-15T00:00:00,45.0,45.0,2022-05-31T00:00:00,207,207
0.0,2022-08-19T00:00:00,80.0,80.0,2022-05-31T00:00:00,143,143
0.0,2022-09-16T00:00:00,108.0,108.0,2022-05-31T00:00:00,237,237
0.0,2022-09-30T00:00:00,122.0,122.0,2022-05-31T00:00:00,169,169
0.0,2022-10-21T00:00:00,143.0,143.0,2022-05-31T00:00:00,25,25
0.0,2022-11-18T00:00:00,171.04,171.04,2022-05-31T00:00:00,83,83
0.0,2022-12-16T00:00:00,199.04,199.04,2022-05-31T00:00:00,212,212
0.0,2022-12-30T00:00:00,213.04,213.04,2022-05-31T00:00:00,155,155
0.0,2023-01-20T00:00:00,234.04,234.04,2022-05-31T00:00:00,135,135
0.0,2023-03-17T00:00:00,290.0,290.0,2022-05-31T00:00:00,110,110
0.0,2023-03-31T00:00:00,304.0,304.0,2022-05-31T00:00:00,136,136
0.0,2023-06-16T00:00:00,381.0,381.0,2022-05-31T00:00:00,110,110
0.0,2023-12-15T00:00:00,563.04,563.04,2022-05-31T00:00:00,115,115
0.0,2024-01-19T00:00:00,598.04,598.04,2022-05-31T00:00:00,106,106
0.0,2024-12-20T00:00:00,934.04,934.04,2022-05-31T00:00:00,107,107
0.0,2022-06-01T00:00:00,0.0,0.0,2022-06-01T00:00:00,165,165
1.0,2022-06-03T00:00:00,2.0,2.0,2022-06-01T00:00:00,204,204
1.0,2022-06-06T00:00:00,5.0,5.0,2022-06-01T00:00:00,165,165
3.0,2022-06-08T00:00:00,7.0,7.0,2022-06-01T00:00:00,166,166
0.0,2022-06-10T00:00:00,9.0,9.0,2022-06-01T00:00:00,173,173
1.0,2022-06-13T00:00:00,12.0,12.0,2022-06-01T00:00:00,141,141
2.0,2022-06-15T00:00:00,14.0,14.0,2022-06-01T00:00:00,131,131
5.0,2022-06-17T00:00:00,16.0,16.0,2022-06-01T00:00:00,252,252
1.0,2022-06-21T00:00:00,20.0,20.0,2022-06-01T00:00:00,113,113
2.0,2022-06-22T00:00:00,21.0,21.0,2022-06-01T00:00:00,96,96
2.0,2022-06-24T00:00:00,23.0,23.0,2022-06-01T00:00:00,175,175
6.0,2022-06-27T00:00:00,26.0,26.0,2022-06-01T00:00:00,106,106
2.0,2022-06-29T00:00:00,28.0,28.0,2022-06-01T00:00:00,77,77
0.0,2022-06-30T00:00:00,29.0,29.0,2022-06-01T00:00:00,192,192
0.0,2022-07-01T00:00:00,30.0,30.0,2022-06-01T00:00:00,147,147
0.0,2022-07-05T00:00:00,34.0,34.0,2022-06-01T00:00:00,89,89
0.0,2022-07-06T00:00:00,35.0,35.0,2022-06-01T00:00:00,31,31
0.0,2022-07-08T00:00:00,37.0,37.0,2022-06-01T00:00:00,146,146
0.0,2022-07-15T00:00:00,44.0,44.0,2022-06-01T00:00:00,207,207
2.0,2022-08-19T00:00:00,79.0,79.0,2022-06-01T00:00:00,143,143
0.0,2022-09-16T00:00:00,107.0,107.0,2022-06-01T00:00:00,237,237
0.0,2022-09-30T00:00:00,121.0,121.0,2022-06-01T00:00:00,169,169
2.0,2022-10-21T00:00:00,142.0,142.0,2022-06-01T00:00:00,77,77
0.0,2022-11-18T00:00:00,170.04,170.04,2022-06-01T00:00:00,87,87
0.0,2022-12-16T00:00:00,198.04,198.04,2022-06-01T00:00:00,212,212
0.0,2022-12-30T00:00:00,212.04,212.04,2022-06-01T00:00:00,155,155
0.0,2023-01-20T00:00:00,233.04,233.04,2022-06-01T00:00:00,135,135
0.0,2023-03-17T00:00:00,289.0,289.0,2022-06-01T00:00:00,110,110
0.0,2023-03-31T00:00:00,303.0,303.0,2022-06-01T00:00:00,136,136
0.0,2023-06-16T00:00:00,380.0,380.0,2022-06-01T00:00:00,110,110
0.0,2023-12-15T00:00:00,562.04,562.04,2022-06-01T00:00:00,115,115
0.0,2024-01-19T00:00:00,597.04,597.04,2022-06-01T00:00:00,106,106
0.0,2024-12-20T00:00:00,933.04,933.04,2022-06-01T00:00:00,107,107
0.0,2022-06-03T00:00:00,1.0,1.0,2022-06-02T00:00:00,204,204
0.0,2022-06-06T00:00:00,4.0,4.0,2022-06-02T00:00:00,165,165
0.0,2022-06-08T00:00:00,6.0,6.0,2022-06-02T00:00:00,166,166
0.0,2022-06-10T00:00:00,8.0,8.0,2022-06-02T00:00:00,173,173
0.0,2022-06-13T00:00:00,11.0,11.0,2022-06-02T00:00:00,141,141
0.0,2022-06-15T00:00:00,13.0,13.0,2022-06-02T00:00:00,131,131
0.0,2022-06-17T00:00:00,15.0,15.0,2022-06-02T00:00:00,252,252
0.0,2022-06-21T00:00:00,19.0,19.0,2022-06-02T00:00:00,113,113
0.0,2022-06-22T00:00:00,20.0,20.0,2022-06-02T00:00:00,96,96
0.0,2022-06-24T00:00:00,22.0,22.0,2022-06-02T00:00:00,175,175
0.0,2022-06-27T00:00:00,25.0,25.0,2022-06-02T00:00:00,106,106
0.0,2022-06-29T00:00:00,27.0,27.0,2022-06-02T00:00:00,77,77
0.0,2022-06-30T00:00:00,28.0,28.0,2022-06-02T00:00:00,192,192
0.0,2022-07-01T00:00:00,29.0,29.0,2022-06-02T00:00:00,147,147
0.0,2022-07-05T00:00:00,33.0,33.0,2022-06-02T00:00:00,92,92
0.0,2022-07-06T00:00:00,34.0,34.0,2022-06-02T00:00:00,41,41
0.0,2022-07-08T00:00:00,36.0,36.0,2022-06-02T00:00:00,146,146
0.0,2022-07-15T00:00:00,43.0,43.0,2022-06-02T00:00:00,207,207
0.0,2022-07-22T00:00:00,50.0,50.0,2022-06-02T00:00:00,43,43
0.0,2022-08-19T00:00:00,78.0,78.0,2022-06-02T00:00:00,143,143
0.0,2022-09-16T00:00:00,106.0,106.0,2022-06-02T00:00:00,237,237
0.0,2022-09-30T00:00:00,120.0,120.0,2022-06-02T00:00:00,169,169
0.0,2022-10-21T00:00:00,141.0,141.0,2022-06-02T00:00:00,77,77
0.0,2022-11-18T00:00:00,169.04,169.04,2022-06-02T00:00:00,87,87
0.0,2022-12-16T00:00:00,197.04,197.04,2022-06-02T00:00:00,212,212
0.0,2022-12-30T00:00:00,211.04,211.04,2022-06-02T00:00:00,155,155
0.0,2023-01-20T00:00:00,232.04,232.04,2022-06-02T00:00:00,135,135
0.0,2023-03-17T00:00:00,288.0,288.0,2022-06-02T00:00:00,110,110
0.0,2023-03-31T00:00:00,302.0,302.0,2022-06-02T00:00:00,136,136
0.0,2023-06-16T00:00:00,379.0,379.0,2022-06-02T00:00:00,110,110
0.0,2023-12-15T00:00:00,561.04,561.04,2022-06-02T00:00:00,115,115
0.0,2024-01-19T00:00:00,596.04,596.04,2022-06-02T00:00:00,106,106
0.0,2024-12-20T00:00:00,932.04,932.04,2022-06-02T00:00:00,114,114
0.0,2022-06-03T00:00:00,0.0,0.0,2022-06-03T00:00:00,204,204
0.0,2022-06-06T00:00:00,3.0,3.0,2022-06-03T00:00:00,165,165
0.0,2022-06-08T00:00:00,5.0,5.0,2022-06-03T00:00:00,166,166
0.0,2022-06-10T00:00:00,7.0,7.0,2022-06-03T00:00:00,173,173
0.0,2022-06-13T00:00:00,10.0,10.0,2022-06-03T00:00:00,141,141
0.0,2022-06-15T00:00:00,12.0,12.0,2022-06-03T00:00:00,131,131
0.0,2022-06-17T00:00:00,14.0,14.0,2022-06-03T00:00:00,252,252
0.0,2022-06-21T00:00:00,18.0,18.0,2022-06-03T00:00:00,114,114
0.0,2022-06-22T00:00:00,19.0,19.0,2022-06-03T00:00:00,97,97
0.0,2022-06-24T00:00:00,21.0,21.0,2022-06-03T00:00:00,176,176
0.0,2022-06-27T00:00:00,24.0,24.0,2022-06-03T00:00:00,107,107
0.0,2022-06-29T00:00:00,26.0,26.0,2022-06-03T00:00:00,78,78
0.0,2022-06-30T00:00:00,27.0,27.0,2022-06-03T00:00:00,192,192
0.0,2022-07-01T00:00:00,28.0,28.0,2022-06-03T00:00:00,148,148
0.0,2022-07-05T00:00:00,32.0,32.0,2022-06-03T00:00:00,93,93
0.0,2022-07-06T00:00:00,33.0,33.0,2022-06-03T00:00:00,51,51
0.0,2022-07-08T00:00:00,35.0,35.0,2022-06-03T00:00:00,147,147
0.0,2022-07-11T00:00:00,38.0,38.0,2022-06-03T00:00:00,57,57
0.0,2022-07-15T00:00:00,42.0,42.0,2022-06-03T00:00:00,207,207
0.0,2022-07-22T00:00:00,49.0,49.0,2022-06-03T00:00:00,120,120
0.0,2022-08-19T00:00:00,77.0,77.0,2022-06-03T00:00:00,202,202
0.0,2022-09-16T00:00:00,105.0,105.0,2022-06-03T00:00:00,237,237
0.0,2022-09-30T00:00:00,119.0,119.0,2022-06-03T00:00:00,169,169
0.0,2022-10-21T00:00:00,140.0,140.0,2022-06-03T00:00:00,173,173
0.0,2022-11-18T00:00:00,168.04,168.04,2022-06-03T00:00:00,87,87
0.0,2022-12-16T00:00:00,196.04,196.04,2022-06-03T00:00:00,212,212
0.0,2022-12-30T00:00:00,210.04,210.04,2022-06-03T00:00:00,155,155
0.0,2023-01-20T00:00:00,231.04,231.04,2022-06-03T00:00:00,135,135
0.0,2023-03-17T00:00:00,287.0,287.0,2022-06-03T00:00:00,110,110
0.0,2023-03-31T00:00:00,301.0,301.0,2022-06-03T00:00:00,136,136
0.0,2023-06-16T00:00:00,378.0,378.0,2022-06-03T00:00:00,110,110
0.0,2023-12-15T00:00:00,560.04,560.04,2022-06-03T00:00:00,115,115
0.0,2024-01-19T00:00:00,595.04,595.04,2022-06-03T00:00:00,106,106
0.0,2024-12-20T00:00:00,931.04,931.04,2022-06-03T00:00:00,114,114
0.0,2022-06-06T00:00:00,0.0,0.0,2022-06-06T00:00:00,165,165
0.0,2022-06-08T00:00:00,2.0,2.0,2022-06-06T00:00:00,166,166
0.0,2022-06-10T00:00:00,4.0,4.0,2022-06-06T00:00:00,173,173
0.0,2022-06-13T00:00:00,7.0,7.0,2022-06-06T00:00:00,141,141
0.0,2022-06-15T00:00:00,9.0,9.0,2022-06-06T00:00:00,131,131
0.0,2022-06-17T00:00:00,11.0,11.0,2022-06-06T00:00:00,252,252
0.0,2022-06-21T00:00:00,15.0,15.0,2022-06-06T00:00:00,114,114
0.0,2022-06-22T00:00:00,16.0,16.0,2022-06-06T00:00:00,97,97
0.0,2022-06-24T00:00:00,18.0,18.0,2022-06-06T00:00:00,176,176
0.0,2022-06-27T00:00:00,21.0,21.0,2022-06-06T00:00:00,107,107
0.0,2022-06-29T00:00:00,23.0,23.0,2022-06-06T00:00:00,78,78
0.0,2022-06-30T00:00:00,24.0,24.0,2022-06-06T00:00:00,192,192
0.0,2022-07-01T00:00:00,25.0,25.0,2022-06-06T00:00:00,148,148
0.0,2022-07-05T00:00:00,29.0,29.0,2022-06-06T00:00:00,93,93
0.0,2022-07-06T00:00:00,30.0,30.0,2022-06-06T00:00:00,51,51
0.0,2022-07-08T00:00:00,32.0,32.0,2022-06-06T00:00:00,147,147
0.0,2022-07-11T00:00:00,35.0,35.0,2022-06-06T00:00:00,57,57
0.0,2022-07-15T00:00:00,39.0,39.0,2022-06-06T00:00:00,207,207
0.0,2022-07-22T00:00:00,46.0,46.0,2022-06-06T00:00:00,120,120
0.0,2022-08-19T00:00:00,74.0,74.0,2022-06-06T00:00:00,202,202
0.0,2022-09-16T00:00:00,102.0,102.0,2022-06-06T00:00:00,237,237
0.0,2022-09-30T00:00:00,116.0,116.0,2022-06-06T00:00:00,169,169
0.0,2022-10-21T00:00:00,137.0,137.0,2022-06-06T00:00:00,173,173
0.0,2022-11-18T00:00:00,165.04,165.04,2022-06-06T00:00:00,87,87
0.0,2022-12-16T00:00:00,193.04,193.04,2022-06-06T00:00:00,212,212
0.0,2022-12-30T00:00:00,207.04,207.04,2022-06-06T00:00:00,155,155
0.0,2023-01-20T00:00:00,228.04,228.04,2022-06-06T00:00:00,135,135
0.0,2023-03-17T00:00:00,284.0,284.0,2022-06-06T00:00:00,110,110
0.0,2023-03-31T00:00:00,298.0,298.0,2022-06-06T00:00:00,136,136
0.0,2023-06-16T00:00:00,375.0,375.0,2022-06-06T00:00:00,110,110
0.0,2023-12-15T00:00:00,557.04,557.04,2022-06-06T00:00:00,115,115
0.0,2024-01-19T00:00:00,592.04,592.04,2022-06-06T00:00:00,106,106
0.0,2024-12-20T00:00:00,928.04,928.04,2022-06-06T00:00:00,114,114
1.0,2022-06-08T00:00:00,1.0,1.0,2022-06-07T00:00:00,166,166
0.0,2022-06-10T00:00:00,3.0,3.0,2022-06-07T00:00:00,173,173
0.0,2022-06-13T00:00:00,6.0,6.0,2022-06-07T00:00:00,141,141
0.0,2022-06-15T00:00:00,8.0,8.0,2022-06-07T00:00:00,131,131
0.0,2022-06-17T00:00:00,10.0,10.0,2022-06-07T00:00:00,252,252
0.0,2022-06-21T00:00:00,14.0,14.0,2022-06-07T00:00:00,114,114
0.0,2022-06-22T00:00:00,15.0,15.0,2022-06-07T00:00:00,97,97
0.0,2022-06-24T00:00:00,17.0,17.0,2022-06-07T00:00:00,176,176
0.0,2022-06-27T00:00:00,20.0,20.0,2022-06-07T00:00:00,107,107
0.0,2022-06-29T00:00:00,22.0,22.0,2022-06-07T00:00:00,78,78
0.0,2022-06-30T00:00:00,23.0,23.0,2022-06-07T00:00:00,192,192
0.0,2022-07-01T00:00:00,24.0,24.0,2022-06-07T00:00:00,148,148
0.0,2022-07-05T00:00:00,28.0,28.0,2022-06-07T00:00:00,93,93
0.0,2022-07-06T00:00:00,29.0,29.0,2022-06-07T00:00:00,61,61
0.0,2022-07-08T00:00:00,31.0,31.0,2022-06-07T00:00:00,147,147
0.0,2022-07-11T00:00:00,34.0,34.0,2022-06-07T00:00:00,67,67
0.0,2022-07-13T00:00:00,36.0,36.0,2022-06-07T00:00:00,21,21
